id,status_group
24709,functional
43869,functional
5527,functional
45462,functional
63012,functional
70191,functional
66194,functional
59349,functional
44031,functional
27596,functional
67690,non functional
14339,non functional
34429,non functional
50923,functional
42973,functional
12372,functional
32998,functional
48183,non functional
20178,functional
6213,functional
40520,functional
19532,non functional
41083,functional
50349,functional
44540,non functional
10,functional
9864,functional
72487,functional
68186,functional
69949,non functional
20191,non functional
23621,functional
50360,non functional
19567,functional
37692,functional
72519,functional
15829,functional
35490,functional
70196,functional
69975,non functional
74118,functional
43080,non functional
70998,functional
13035,functional needs repair
54117,functional
26186,functional
6242,functional
36549,non functional
16302,functional
37568,functional
42094,non functional
27979,non functional
42768,functional
51644,functional
30297,functional
46805,functional
24934,non functional
61215,functional
45916,functional
49783,functional
23980,functional
29910,non functional
28396,functional needs repair
63785,non functional
36788,functional
16528,non functional
7713,non functional
72843,functional needs repair
58683,functional
66555,functional
51012,functional
26955,functional
51886,functional
12119,functional
27189,functional
3719,functional
895,non functional
67830,functional
51242,functional
52440,functional needs repair
26426,functional
73153,non functional
51205,non functional
30033,functional
28124,functional
38541,non functional
72,non functional
39772,functional
65316,non functional
22676,non functional
31294,functional
45076,non functional
67709,functional
33112,functional
28183,functional
8497,functional
29430,non functional
61752,functional
19422,functional
16903,functional
963,functional
68008,functional
44308,functional
39294,functional
18719,non functional
63516,functional
32704,functional
67468,functional
34061,functional
71974,functional
59132,functional
60460,functional
48699,functional
68015,non functional
57801,functional
16954,functional
5156,non functional
58803,non functional
40126,functional
46598,functional
31818,non functional
53429,functional
31155,functional
45435,non functional
62699,functional
7233,functional
25166,non functional
26892,functional
57374,non functional
14044,functional
45100,functional
63407,functional
49087,functional
2876,non functional
8510,non functional
1163,functional
38903,functional
15342,non functional
59381,non functional
38372,functional
16605,non functional
10414,non functional
55852,functional
19824,non functional
4276,functional
73325,non functional
58981,non functional
28050,functional
47842,functional
36471,non functional
42072,functional
45613,functional
15744,functional
8106,non functional
22460,functional
20063,non functional
59768,functional
63293,functional
141,functional
6542,functional
15262,functional
4943,functional
9111,functional
50030,functional
6944,functional
61772,functional
48494,functional
26934,non functional
34040,functional
61608,functional
69176,non functional
64849,non functional
19983,non functional
64985,functional
29425,functional
12881,functional
38052,functional
29895,non functional
6333,non functional
7135,functional
13044,functional
24832,functional
12883,functional
66043,functional
66724,non functional
2043,functional
64545,non functional
45525,functional
16304,non functional
18548,non functional
33577,functional
21813,functional
23524,functional
9174,functional
31827,functional needs repair
647,functional
70475,functional
14957,non functional
65749,functional needs repair
47711,functional
23988,functional
9321,functional
67072,non functional
40945,functional needs repair
63507,non functional
28438,functional
37265,functional
65696,non functional
3861,functional
68208,functional
46929,functional
64228,functional
37816,non functional
31809,functional
18040,non functional
8950,non functional
56229,non functional
11859,non functional
31759,non functional
37125,non functional
21961,non functional
56601,functional
61269,non functional
33277,functional
51021,functional
54626,functional
19903,functional
36017,non functional
26830,functional
57331,non functional
34553,non functional
59843,functional
57575,functional
11335,non functional
13145,functional
42121,non functional
16940,functional
37477,non functional
22727,functional
63598,functional
44353,functional
53658,functional
19737,functional
19990,functional
5237,functional
62222,non functional
12902,non functional
44967,functional
7937,non functional
32948,non functional
55259,functional
43985,functional needs repair
46924,functional
15678,non functional
69815,functional
25269,functional
25972,non functional
48697,functional
10525,functional
59333,functional
55988,non functional
3949,functional
61964,functional
155,functional
35257,functional
43066,functional
48024,functional
51224,functional
44891,non functional
55407,non functional
71866,functional
9734,functional
32113,functional
69770,functional
18286,functional
63378,non functional
38560,functional
35790,functional needs repair
14852,non functional
14114,non functional
61376,non functional
34424,functional
13461,functional
47223,functional
71048,non functional
1781,functional needs repair
73317,non functional
58146,functional
73438,functional
1822,non functional
53257,functional
56453,functional
685,non functional
44528,functional
29939,functional
21714,functional
37257,functional
49549,non functional
8173,functional
36382,non functional
28869,non functional
71500,non functional
41699,non functional
63260,non functional
64859,functional
5443,functional
4737,non functional
47808,functional
992,functional
55002,functional
32467,functional
42660,non functional
68458,non functional
21711,non functional
27953,non functional
20344,functional
36260,non functional
12702,functional
21463,functional
66013,functional
28849,functional
67257,non functional
63384,functional
71802,non functional
60610,non functional
31707,non functional
39316,non functional
43625,functional
26101,functional
7883,non functional
64769,non functional
39463,functional
74181,functional
73897,non functional
74153,functional
33704,non functional
17126,functional
47447,functional
51247,functional
67533,non functional
6533,non functional
14468,non functional
71872,functional
22342,non functional
4559,non functional
26044,functional
12750,non functional
27398,functional
28874,non functional
71495,functional
37808,functional
29509,non functional
15775,non functional
16117,non functional
61746,functional
3784,functional
61903,non functional
8142,functional
26610,functional
11203,functional
67195,non functional
39860,non functional
47437,non functional
12399,functional
40888,non functional
63657,non functional
70866,functional
63182,non functional
34916,non functional
37248,functional
48590,functional
68360,functional
53358,functional
69464,functional
24090,non functional
17158,functional
48134,non functional
31991,functional
30548,functional
59607,non functional
68062,functional
72158,functional
33210,functional
51434,non functional
25649,functional
48561,non functional
43678,non functional
1887,functional
37609,functional
12670,functional
20612,non functional
51496,non functional
51516,functional
64631,functional
61247,non functional
2753,functional
10603,functional
30964,functional
64158,non functional
27013,non functional
34866,functional
57067,functional
48499,functional
27399,non functional
47334,functional
46672,functional
17559,functional
629,non functional
36620,functional
59794,non functional
6048,functional
34798,non functional
46450,functional
39612,non functional
24083,functional
56047,non functional
5456,functional
67961,functional
48719,functional needs repair
68999,non functional
71751,functional
7084,functional
12644,functional
42842,non functional
57583,non functional
18171,functional
5316,non functional
18945,functional
19707,functional
70734,non functional
11280,functional
69969,functional
10345,functional
69992,functional
13378,functional
60813,functional
24517,functional
67270,functional
35400,functional
13712,functional
53254,non functional
68340,functional
68714,functional
18944,functional
52114,non functional
17597,functional
60847,functional
34757,functional
39539,functional
16799,functional
68112,functional
52118,functional
20660,non functional
65885,functional
21520,functional
31114,functional
22708,functional
52296,functional
71498,functional needs repair
57034,functional
71733,non functional
31417,functional
29958,functional
60931,functional
50205,functional
71233,functional
22586,functional
53543,functional
40813,non functional
35850,functional
27728,functional
67323,functional
55713,functional
893,functional
28002,functional
31475,functional
36465,non functional
63198,functional
32935,non functional
27989,non functional
45955,non functional
31925,functional
4217,functional
55178,non functional
16277,non functional
42198,functional
67792,non functional
5026,non functional
15902,non functional
62846,functional
63063,functional
52959,non functional
51817,non functional
43049,functional
1721,functional
23655,functional
50177,functional
68410,functional needs repair
47820,non functional
23638,functional
52868,functional
43194,functional
54800,functional
53596,non functional
44296,functional
62012,functional
10798,functional
65548,functional
31089,functional
73977,non functional
28997,functional
37767,non functional
73118,functional
21130,non functional
24449,non functional
33856,functional
44712,functional
61179,non functional
63580,non functional
56465,functional
43171,non functional
807,functional
20734,functional
28158,functional
56363,non functional
25537,functional
66977,functional
9326,functional
72109,non functional
35835,functional
8315,functional
36836,functional
28577,functional
29624,non functional
47343,functional
53401,functional
37014,functional
66226,functional
49776,functional
56931,functional
32462,functional
7515,non functional
73360,non functional
36248,non functional
3703,functional
8812,functional
52186,functional
10027,functional
33735,non functional
6647,functional needs repair
36752,functional
70605,non functional
69208,functional
36961,functional needs repair
2723,non functional
28460,functional
66744,functional
69098,non functional
26020,functional needs repair
18906,functional
12740,non functional
52397,functional
2150,non functional
16504,non functional
1499,non functional
56965,functional
4261,functional
57140,non functional
26347,functional
69863,functional
59024,functional
29550,non functional
61105,functional
48539,functional
54504,functional
63512,non functional
34868,functional
8320,functional
10202,functional
25264,non functional
13089,functional
60120,non functional
64567,functional
1554,non functional
71781,functional
1670,functional
56256,non functional
34671,non functional
51177,functional
44188,functional
6749,functional
20227,non functional
26170,functional
24172,non functional
32509,non functional
72369,functional
67946,functional
38173,non functional
50822,functional
30825,functional
34789,functional
54878,non functional
25800,functional
9048,non functional
7562,functional
10022,functional
63044,functional needs repair
59539,functional
35448,non functional
6452,functional
4384,functional
50032,functional
21930,functional
41920,non functional
14831,non functional
6098,non functional
34115,functional
72003,non functional
36604,non functional
12107,functional
24493,functional
16531,non functional
15285,non functional
20368,functional
7701,functional
30373,functional
2477,functional
43670,functional needs repair
8625,non functional
67852,functional
39451,functional
5075,functional
46767,functional
49351,functional
56383,functional
22440,functional
69629,functional
32730,functional
4263,non functional
49706,functional
55186,functional
34098,non functional
5696,non functional
39202,functional
58401,functional
8876,functional
59709,non functional
69319,non functional
55657,non functional
39297,functional
19108,non functional
17955,functional needs repair
23447,functional
23933,non functional
64327,non functional
48534,non functional
27275,non functional
44938,functional
54383,functional
23395,functional
40059,non functional
37574,functional
35014,non functional
70292,functional needs repair
14696,functional
68206,functional
53852,functional
49737,functional
57612,functional
14716,functional
25789,functional
22947,functional
42080,non functional
37336,non functional
309,functional needs repair
29925,functional
53896,functional
36690,non functional
66815,non functional
14684,functional
67935,functional
48724,functional
60341,non functional
33720,non functional
6820,non functional
15885,non functional
40080,functional
34738,non functional
51308,functional
21718,functional
4969,non functional
28561,functional
32841,functional
50452,functional
27481,non functional
7734,functional
4073,non functional
4979,functional
21178,functional
29342,non functional
56098,non functional
64335,non functional
20553,functional
39829,functional
68068,non functional
65422,functional
27612,functional
46831,functional
69275,functional
35309,non functional
54588,non functional
44245,non functional
1814,non functional
32001,functional
5051,non functional
36777,functional
23967,non functional
60695,functional
35148,functional
12738,functional
71944,functional
34997,non functional
52598,functional
36749,functional
45600,functional
66990,functional
18921,non functional
37356,non functional
58,functional
2782,non functional
3121,functional
68176,functional
63904,non functional
31712,functional
64884,functional
72931,functional
13671,non functional
40406,functional
55418,functional
17463,functional
5389,functional
65507,functional
43276,functional
41495,non functional
69853,functional
5371,functional
26511,functional
69359,functional
26150,non functional
39377,functional
57930,functional
16562,non functional
61531,non functional
22439,functional
2999,functional
16841,functional
60305,functional
60381,non functional
10455,non functional
27098,non functional
2371,non functional
41127,functional
28373,functional
45393,non functional
67071,functional
49869,functional
22351,non functional
34038,functional
44723,non functional
60154,functional
1942,functional
10257,functional
12205,non functional
55314,functional
23061,non functional
55893,functional needs repair
48904,non functional
4546,non functional
39558,functional
49653,non functional
39155,functional
13072,functional
12106,functional
4207,non functional
24327,functional
49540,non functional
41080,non functional
6189,functional
32663,non functional
64314,functional
39791,functional
57167,functional
11825,functional
42656,functional
54607,non functional
45579,non functional
46932,functional
22209,functional
32015,non functional
40793,functional
39981,functional
49713,functional
55534,functional
7783,functional
55098,functional
43479,functional
53743,non functional
23114,functional needs repair
56530,functional
16656,non functional
54755,non functional
45264,functional
28254,functional
14881,functional
72509,functional
30918,non functional
22375,functional
38421,functional
58294,functional
22382,non functional
22123,functional
65169,non functional
54001,functional
15617,functional
66813,non functional
49733,functional
8032,functional
43522,functional
20920,non functional
30176,functional
40600,non functional
52695,non functional
24915,functional
62297,functional
37005,non functional
22349,functional
47685,non functional
61162,functional
9722,functional
42191,functional
1591,functional
1749,functional
5328,functional
21706,non functional
72641,functional
36576,functional
29593,non functional
29747,functional
24722,functional
2589,non functional
12772,functional
45968,non functional
7694,non functional
70721,non functional
54752,functional
15631,functional
15196,non functional
27491,non functional
58886,non functional
11452,functional
68595,non functional
17010,non functional
32389,non functional
70251,non functional
61037,functional
28646,functional needs repair
64279,functional
23914,functional
17854,non functional
15790,functional
41259,functional
57303,functional
65477,functional
36115,functional
5024,functional
26401,functional
50503,functional
37724,non functional
62604,functional
60534,functional
59230,functional
70007,non functional
44320,functional
44300,functional
41079,functional
36488,non functional
46936,functional
51117,functional needs repair
21611,functional
55628,non functional
70627,non functional
56387,functional
64164,functional
211,non functional
37448,functional
43859,functional
55991,functional
67415,functional
4815,functional
68895,functional
7529,functional
42134,functional
25759,functional
46155,non functional
46770,functional
40396,functional
10161,non functional
68598,non functional
65668,functional
20689,functional
56474,functional
35602,functional
21596,non functional
10972,non functional
34504,non functional
26729,non functional
33566,functional
60252,functional
44621,functional
7735,functional
71771,functional
54855,functional
53293,functional
20396,non functional
46415,functional
26014,non functional
13069,functional
12438,functional
29991,non functional
55410,non functional
57016,functional
30747,functional
17037,non functional
66182,functional
59989,functional
57515,functional
30252,functional
68035,functional
5458,functional
26151,functional
59485,functional
43995,non functional
18700,non functional
60209,non functional
33950,functional
5031,functional
69205,functional
71438,non functional
29381,functional
53476,non functional
59701,functional needs repair
25204,non functional
59623,non functional
4256,functional
71737,non functional
56498,functional
15268,functional
4932,non functional
68591,non functional
30743,non functional
32203,functional
66855,functional
56575,functional
66689,functional
26201,functional
62446,functional
68896,non functional
4285,non functional
58304,functional
1090,functional
56425,functional
5448,functional
58864,non functional
3294,non functional
59793,functional
22124,functional
29314,functional
48488,non functional
45616,non functional
61676,functional
70593,functional
44518,non functional
71455,functional
15000,functional
61442,non functional
15983,non functional
37233,non functional
22220,non functional
31231,functional
1795,functional
34190,non functional
7104,functional
71818,functional
13527,functional
20332,functional
16943,functional needs repair
43641,functional
42880,functional
47758,non functional
62580,non functional
45459,non functional
46129,functional
27706,functional
70080,non functional
28446,functional
6610,functional
3554,functional
4691,non functional
19103,functional
27372,functional
3735,functional
57310,non functional
23690,non functional
16483,functional
30119,non functional
57721,functional
50631,functional
71776,non functional
40418,non functional
8683,functional
24816,functional
31418,functional
61889,non functional
54922,functional
66417,functional
41927,functional
61208,functional
33786,non functional
66677,non functional
48550,functional
23063,functional
27690,functional
48021,functional
44126,non functional
13873,functional
49418,functional
30356,functional
48082,functional
72114,functional
7421,functional
22275,non functional
24609,non functional
27332,functional
20951,non functional
33633,non functional
26713,functional
40360,functional
11383,functional
43349,functional
28954,non functional
36421,non functional
2116,functional
54232,functional
37376,non functional
24479,functional
28364,functional
26169,functional
6752,non functional
50594,non functional
50856,functional
22568,non functional
17831,functional
20238,functional needs repair
59665,functional
36675,functional
59115,non functional
46658,functional
47812,functional
60337,functional needs repair
5925,non functional
31724,non functional
18356,functional
1949,functional
2167,functional
53020,functional
24037,functional
35004,non functional
8176,non functional
62817,functional
44223,functional needs repair
48211,functional
72329,functional
65035,functional
9044,non functional
3890,functional needs repair
51633,non functional
54844,functional
33149,functional
40421,functional
27362,functional
66893,functional
31148,functional
3362,functional
51273,functional needs repair
2769,non functional
31711,non functional
31865,functional
30803,non functional
8755,non functional
48751,functional
45069,non functional
35483,functional
10863,functional
46944,non functional
17175,non functional
63331,functional
33245,functional
47058,non functional
31091,non functional
21102,non functional
15897,non functional
60918,non functional
15964,functional
63592,functional
48162,non functional
55336,functional
23352,non functional
6273,functional
21356,functional needs repair
5093,non functional
13518,functional
63302,functional
67702,non functional
42060,functional
34084,functional
39302,functional
43093,functional
6677,non functional
60475,functional
58084,non functional
27102,functional
49393,non functional
32029,functional
2534,functional
29386,non functional
72884,functional
49553,functional
37640,functional
52508,functional
34229,functional
26645,non functional
72591,functional
19022,functional
6843,non functional
58105,functional
27222,functional
12353,functional
13469,functional
65600,functional
66340,functional
20533,functional needs repair
2638,functional
41245,functional
43236,functional
61688,functional
19508,functional
8407,functional
71177,functional
4740,functional
47394,functional needs repair
20283,functional
13542,functional
32220,functional
50079,functional
7409,functional
67526,functional
65825,functional
65748,non functional
12304,functional
16886,functional
62540,functional
38544,functional
36281,non functional
54460,non functional
33503,functional
7085,functional
31584,functional
57994,non functional
24268,non functional
32295,non functional
56790,functional
37155,functional
9050,functional
10367,functional
41842,functional needs repair
43939,functional
52426,non functional
47664,functional needs repair
20760,functional
10490,functional
22461,functional
16069,functional
47408,functional
48598,non functional
34799,functional needs repair
43548,functional
63173,non functional
9774,functional
5586,functional
51441,functional
29407,functional
14925,functional
7545,functional
59994,non functional
41183,non functional
21300,functional
11250,functional
20863,functional
59895,functional
48954,functional
73416,functional
15152,non functional
23013,functional
70529,functional
17961,functional
2498,functional needs repair
72551,non functional
61577,non functional
911,functional
41945,functional
23227,functional
35464,non functional
40170,functional
25137,functional
17958,non functional
42310,functional
24925,non functional
16288,non functional
22892,non functional
53395,functional
71225,functional
66085,functional
7992,non functional
26488,non functional
29089,functional
57488,functional
42568,non functional
62342,functional
6042,functional
55931,functional
50120,functional
14780,non functional
65623,functional
17926,functional
21498,functional needs repair
18899,non functional
25993,functional
72535,functional
51289,non functional
27104,functional
30354,non functional
54408,non functional
25350,non functional
36398,non functional
67096,functional
47684,functional
73219,non functional
49739,functional
110,non functional
40616,functional
3350,functional
68614,non functional
2016,functional
44757,functional
48832,functional
5270,functional
2801,non functional
41269,functional
19326,non functional
34202,non functional
42911,non functional
22262,functional
15408,functional
50064,functional
60181,functional
69782,non functional
57210,functional
62568,functional
73904,functional
38504,functional
16951,non functional
11940,functional
45124,functional
41573,functional
68579,functional
3805,functional
62667,functional
36172,functional
53569,non functional
28618,functional
19459,non functional
3664,non functional
19947,functional
31071,functional
55861,functional
38218,functional
39255,functional
51942,functional
50790,functional
17930,non functional
698,functional
21774,non functional
11529,functional
38015,functional needs repair
53402,functional
55762,functional
4298,functional
31356,functional
20177,functional
51598,functional
64420,functional
26881,functional
63444,non functional
38567,non functional
11257,functional
68124,non functional
14944,non functional
50281,functional
48627,non functional
470,non functional
15407,non functional
45543,functional
56078,functional
31388,non functional
7246,functional
33908,non functional
13710,functional
16404,non functional
24105,non functional
19610,functional
4411,non functional
6982,functional
20296,non functional
24643,non functional
38334,functional needs repair
48315,non functional
50851,non functional
41147,functional
1514,functional
29844,functional
25169,functional
72723,non functional
10136,functional
59605,functional
56356,functional
53971,non functional
68077,functional
27737,non functional
37311,functional
44229,non functional
69141,functional
41340,functional
12100,functional needs repair
61502,functional
21189,functional
14063,non functional
55070,non functional
49559,functional
33842,functional
4130,non functional
7818,non functional
72361,non functional
64742,non functional
61231,functional
53261,non functional
58156,non functional
42102,functional
31210,non functional
69881,non functional
71904,functional
1215,functional
58848,functional
6857,non functional
65644,non functional
14807,non functional
73199,functional
60173,functional
53803,functional
38979,non functional
23825,non functional
40376,functional needs repair
6132,non functional
8903,functional
5779,non functional
60441,functional
46075,non functional
30392,non functional
41801,non functional
47412,non functional
29654,non functional
32394,functional
56666,non functional
69076,functional
35188,functional
34273,functional
13381,functional
36639,non functional
37876,functional
34566,functional
62432,non functional
60288,functional
16011,functional
35758,non functional
46456,functional
19936,non functional
54818,non functional
61822,functional
37824,functional
71017,functional
30698,functional
66683,functional
43384,functional
22428,non functional
62652,functional
10643,functional
51461,non functional
25245,non functional
39179,non functional
12703,functional
69265,non functional
30517,non functional
27715,functional
1504,non functional
41032,non functional
39742,functional
57079,functional
41477,functional
37456,functional needs repair
48056,non functional
63113,functional
72360,functional
7551,functional
19322,non functional
499,functional
33431,non functional
6906,non functional
68701,functional
4871,functional
39458,functional
57011,functional
64178,functional
15246,functional needs repair
50480,functional
68413,non functional
8121,functional
31057,functional
42490,non functional
30664,functional
14394,functional
4509,non functional
26561,functional
9565,functional
66460,functional
29764,functional
6138,functional
54470,functional
10548,functional
1256,non functional
5867,non functional
13930,functional
46273,functional
69947,functional
31805,functional
522,non functional
36310,non functional
47096,functional
11048,non functional
9469,non functional
35945,functional
61346,non functional
31897,functional
52291,non functional
72256,functional
1291,functional
55682,functional
20974,functional
10315,non functional
20699,functional
12157,functional
25750,functional
56563,non functional
59935,functional
11608,functional
37509,functional
70547,functional
66064,functional
64905,functional
16523,functional
30701,functional
64533,non functional
57607,functional
21781,non functional
41554,non functional
56419,functional
16991,functional
68549,non functional
58628,functional
69701,non functional
31191,functional
69347,functional
59209,non functional
67918,non functional
8061,non functional
9841,functional
63310,non functional
65350,functional
7606,non functional
44982,functional
18683,non functional
22239,functional
13696,functional
63396,non functional
62899,functional
5394,non functional
10986,functional
59594,functional
39182,functional
59577,functional
67854,functional
30071,functional
71403,functional
17965,functional
65452,functional
64723,functional
31752,non functional
8795,functional
66556,functional
22598,non functional
18378,functional
11939,functional
34346,non functional
66548,non functional
61197,functional
8672,non functional
29283,functional
47333,functional
3225,functional
51152,functional
61277,non functional
45438,functional
2166,non functional
35456,non functional
56027,functional
19698,non functional
51033,functional needs repair
58323,functional
34236,functional
37071,non functional
58591,non functional
47868,functional
8112,non functional
44275,functional
39331,non functional
50046,functional
44980,functional needs repair
38007,non functional
23789,non functional
68862,functional
22079,non functional
54985,functional
49959,functional
18380,functional
60583,functional
33497,non functional
43490,functional
8807,non functional
5747,functional
52709,functional
43612,functional
17914,functional
13399,non functional
67798,functional
22412,non functional
14586,functional
35573,non functional
57894,non functional
46208,non functional
39006,non functional
38238,non functional
34634,functional
57416,functional
55916,functional
12828,functional
57643,functional
44684,functional
33002,functional
52177,non functional
14719,functional
21400,functional
4201,functional needs repair
19517,functional
20607,functional
3932,functional
3481,non functional
21181,functional
14888,non functional
37744,non functional
59540,functional
35488,functional
43842,non functional
13433,functional
63071,functional
72521,functional
40848,functional
49705,functional
51192,functional
5217,non functional
49051,non functional
57482,functional
47095,non functional
59635,functional
15497,non functional
24011,non functional
5577,non functional
39850,functional
64109,functional
64474,functional
12837,non functional
46738,functional
30574,non functional
34210,functional
35436,functional
26739,functional
7241,functional
3353,functional
60625,non functional
21867,functional
28436,functional
36486,non functional
13432,non functional
46602,functional
34097,non functional
16828,functional
36742,functional
71633,functional needs repair
71052,functional
27476,non functional
14966,functional
8531,functional
16018,functional
70095,functional
31557,functional
43472,functional
50305,non functional
25706,functional
22292,non functional
71416,functional
3190,functional
52905,functional
27084,non functional
18937,functional
52417,non functional
10267,functional
68003,functional
1329,non functional
4936,functional
20002,functional
43332,non functional
62311,functional
16242,non functional
5406,non functional
33750,functional
55547,functional
21572,functional
31085,functional
376,non functional
72694,functional
52794,functional
59717,functional
7462,non functional
9964,non functional
8653,functional
69055,functional
5487,non functional
51823,non functional
15109,non functional
27511,non functional
63525,non functional
72240,non functional
53055,functional
73431,non functional
15334,functional
33029,functional
52596,non functional
43053,functional needs repair
56063,functional
49781,functional
44482,non functional
3205,non functional
37319,functional
62095,non functional
16735,functional needs repair
13161,functional
30869,functional
39626,functional needs repair
56344,functional
13700,functional
9444,functional
23462,functional
25609,functional
34135,functional
56778,functional
22653,functional
41366,non functional
54546,functional
43502,non functional
43365,non functional
69239,non functional
50209,functional
35435,non functional
60894,non functional
64464,non functional
59877,non functional
69755,functional
36517,functional
38659,functional needs repair
4189,functional
72364,functional
64657,functional
46469,functional
27963,functional
6947,functional
34542,functional
53997,functional
62556,functional
5843,functional
21870,non functional
43832,non functional
40795,functional
21440,non functional
11039,functional
43528,non functional
239,functional
26380,functional
38647,non functional
48412,functional
68511,non functional
12238,non functional
2093,functional
27339,non functional
58736,functional
14276,functional
26025,functional
38020,non functional
32110,non functional
23427,functional
45970,non functional
25224,non functional
53274,non functional
47911,non functional
36300,functional
15658,functional
23520,non functional
65249,functional
56702,functional
43405,functional
13672,functional
33163,functional
63981,functional
36722,functional needs repair
67643,non functional
10936,functional
4825,functional
33878,functional
7487,non functional
17229,functional
6380,non functional
67059,functional
908,non functional
29056,functional
28164,functional
70997,functional
50773,non functional
71766,functional
26527,non functional
53553,functional
71812,functional
8986,non functional
59512,functional
63839,functional
5222,functional needs repair
34905,functional
57699,functional
39865,non functional
32734,non functional
54012,non functional
23234,functional
49788,functional
59224,functional
18106,functional
42100,non functional
29180,functional
54352,non functional
38494,functional
54136,functional
4940,non functional
28323,non functional
61153,functional
31314,functional
22678,non functional
53107,non functional
54161,functional
59612,non functional
11171,non functional
23677,non functional
22938,functional
15366,functional needs repair
72580,functional
59020,non functional
46270,non functional
51428,functional needs repair
1112,functional
31293,non functional
47926,non functional
27006,non functional
59918,functional
70094,functional
40972,non functional
7948,functional
52989,non functional
5982,functional
24877,functional
51940,functional
1341,functional
43146,functional
6880,functional
32765,functional
32627,functional
70134,functional
8787,non functional
4066,non functional
70433,functional
32868,functional
11624,functional
15056,non functional
22780,non functional
44660,non functional
1496,functional
6864,functional
8770,non functional
9682,non functional
73841,functional
37414,functional
10722,functional
41787,functional
45190,functional
9604,non functional
47715,functional needs repair
38934,non functional
6444,functional
18174,functional
36756,non functional
68543,functional
11775,non functional
12058,functional
48714,functional
52679,functional
23704,non functional
48811,non functional
10541,functional
72560,non functional
31915,non functional
53960,functional
29446,functional
26128,functional
23103,non functional
16615,non functional
4272,non functional
28720,functional
68353,functional
73798,functional
9175,non functional
63050,functional
27870,functional
36256,functional
26353,functional
24430,functional
62751,functional
7964,non functional
56958,functional
51602,functional
15665,functional needs repair
64059,functional
40087,non functional
64304,functional
4818,functional needs repair
46095,functional
6049,functional
18229,functional
14411,non functional
30558,functional
60796,functional
50379,non functional
37059,functional
2557,functional
5290,functional
38997,functional
47392,functional
44115,functional
9614,functional
47370,functional
62246,functional
69833,functional
10664,non functional
66315,non functional
17913,functional
13550,non functional
56950,functional
19300,functional
13319,functional
72985,functional
67104,functional needs repair
28893,non functional
26006,functional
63817,functional
1111,non functional
9615,non functional
16306,non functional
67730,non functional
16675,functional
69371,functional
58484,non functional
28451,non functional
42797,functional
1178,functional
24421,non functional
29014,functional
12359,functional
18971,functional
44017,functional
15187,functional
10338,functional
58504,functional
38726,functional
62744,functional
67296,non functional
55558,functional
36126,functional
69422,functional
54150,non functional
27187,functional
73170,non functional
4394,functional
39962,functional
71858,non functional
60606,functional
30365,functional
73121,non functional
54644,functional
26638,functional
36329,functional
34345,non functional
2318,non functional
71715,non functional
73103,functional
2185,functional
46575,functional needs repair
20042,functional
61107,functional
65645,functional
18053,functional
56921,non functional
6111,non functional
17409,functional
33077,functional
2519,non functional
13495,functional
32596,functional
27621,functional
60094,non functional
56362,functional
34672,functional
34476,functional
50728,functional
14821,non functional
52174,non functional
7291,non functional
73044,functional
14159,non functional
19526,non functional
11163,non functional
41706,functional
14363,functional
19333,functional
1677,functional
40762,functional
38982,functional
7718,functional
72846,non functional
50181,functional
7514,functional
50117,functional
20636,functional
44462,functional
68800,functional
57173,non functional
62350,functional
70546,non functional
6529,functional
21442,non functional
1257,functional
40064,non functional
7899,functional
62371,functional
45488,non functional
46077,non functional
49472,non functional
41199,functional
8261,functional
72051,functional
11563,functional
53759,functional
73457,non functional
51295,functional
43493,functional needs repair
66826,functional
44407,functional
28047,non functional
50342,non functional
55775,non functional
6789,non functional
6473,functional
55749,non functional
54895,non functional
25079,non functional
3737,functional
19823,functional
36578,functional
66180,non functional
17114,functional
10824,non functional
32974,non functional
47691,functional
26392,non functional
14786,functional
34188,non functional
13881,functional
43786,functional
67567,functional
46747,functional
58369,non functional
58889,non functional
48708,non functional
33600,functional
63862,functional
43283,non functional
27564,functional
58996,non functional
52645,functional
64953,functional
4202,functional
22617,functional
6524,functional
62232,non functional
62473,non functional
974,functional
33165,non functional
1081,functional
32171,functional
14598,functional
35549,functional
19917,functional needs repair
66923,functional
50436,functional
64269,functional
32771,functional
58426,functional
35167,functional
7516,functional
70862,functional
11026,functional
31267,non functional
16714,functional
13517,functional
5099,non functional
47778,non functional
33669,functional
1332,functional
25957,non functional
33614,non functional
72272,non functional
4838,functional
48775,functional
44814,non functional
25167,functional
32134,non functional
23862,non functional
72628,functional
14414,functional
46094,non functional
33859,functional
48077,functional
31870,non functional
14333,non functional
59575,non functional
54673,non functional
11755,non functional
24848,functional
64596,non functional
70391,functional
13968,non functional
41052,functional
22845,functional
71270,functional
65990,non functional
8307,non functional
47536,non functional
13974,functional
41198,non functional
50254,functional
50107,non functional
42235,functional
47315,functional
13665,non functional
33111,non functional
66637,functional
74249,functional
21903,functional
44286,functional
61791,functional
24456,functional
67489,functional
51436,functional needs repair
62603,non functional
69908,functional
20761,functional
12733,functional
7719,functional needs repair
62328,functional
53940,non functional
61786,functional
39842,functional needs repair
12818,non functional
6536,non functional
21758,functional
73247,functional
986,functional
70758,functional
26371,functional
56332,non functional
66993,functional
40891,non functional
28079,functional
39634,non functional
42038,functional
37240,non functional
40039,functional
24845,non functional
50096,non functional
67125,functional
30785,functional
32091,non functional
20465,functional
45410,non functional
50931,functional
22633,functional
20435,functional
50296,functional
54252,functional
62491,non functional
52673,non functional
2910,functional
7802,non functional
